"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3274135","Maximilian  Schrapel and Anne  Finger and Jochen  Meyer and Michael  Rohs and Johannes  Sch&#246;ning and Alexandra  Voit","","","","Integrating Physical Activity and Health Aspects in Everyday Mobility","660--661","","2","Mobility, environmental and regional planning, health, mobile interaction, navigation, physical activity, wearables","10.1145/3267305.3274135","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3274118","Dominik  Weber and Alexandra  Voit and Niels  Henze","","","","Notification Log: An Open-Source Framework for Notification Research on Mobile Devices","1271--1278","","8","Notifications, data collection, digital well-being, interruptions, mobile devices, open-source framework","10.1145/3267305.3274118","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3123152","Juan  Haladjian and Bernd  Br&#252;gge and Stefan  N&#252;ske","","","","An Approach for Early Lameness Detection in Dairy Cattle","53--56","","4","anomaly detection, cow, gait analysis, lameness","10.1145/3123024.3123152","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","2800922","Ken  Pfeuffer and Yanxia  Zhang and Hans  Gellersen","","","","A Collaborative Gaze Aware Information Display","389--391","","3","eye tracking, gaze awareness, multi-user, public interactive display","10.1145/2800835.2800922","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3267548","Raju  Maharjan and Per  B&#230;kgaard and Jakob E. Bardram","","","","Leveraging Multi-modal User-labeled Data for Improved Accuracy in Interpretation of ECG Recordings","636--641","","6","Patient Reported Outcomes, Personal Health Technology, User-labeled data, mHealth","10.1145/3267305.3267548","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3123078","Mathieu  Chanson and Andreas  Bogner and Felix  Wortmann and Elgar  Fleisch","","","","Blockchain As a Privacy Enabler: An Odometer Fraud Prevention System","13--16","","4","blockchain, data ownership, ethereum, privacy","10.1145/3123024.3123078","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3343822","Tahera  Hossain and Md Shafiqul Islam and Md Atiqur Rahman Ahad and Sozo  Inoue","","","","Human Activity Recognition Using Earable Device","81--84","","4","activity recognition, eSense, earables, healthcare, wearable","10.1145/3341162.3343822","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3344848","Md. Nazmul Haque and Mahir  Mahbub and Md. Hasan Tarek and Lutfun Nahar Lota and Amin Ahsan Ali","","","","Nurse Care Activity Recognition: A GRU-based Approach with Attention Mechanism","719--723","","5","GRU, activity recognition, attention mechanism, nurse care activity","10.1145/3341162.3344848","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3123135","Sandrine R. M&#252;ller and Gabriella M. Harari and Abhinav  Mehrotra and Sandra  Matz and Poruz  Khambatta and Mirco  Musolesi and Cecilia  Mascolo and Samuel D. Gosling and Peter J. Rentfrow","","","","Using Human Raters to Characterize the Psychological Characteristics of GPS-based Places","157--160","","4","GPS location, affective place associations, mobile sensing, mobility, personality traits","10.1145/3123024.3123135","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3267695","Chulhong  Min and Alessandro  Montanari and Akhil  Mathur and Seungchul  Lee and Fahim  Kawsar","","","","Cross-Modal Approach for Conversational Well-being Monitoring with Multi-Sensory Earables","706--709","","4","Earable, multi-sensory, well-being","10.1145/3267305.3267695","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3123095","Tsuyoshi  OKITA and Sozo  INOUE","","","","Recognition of Multiple Overlapping Activities Using Compositional CNN-LSTM Model","165--168","","4","activity recognition, deep learning","10.1145/3123024.3123095","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3267648","Adeed  Ishaq and Muhammad  Shoaib and Hassan  Raza and Muhammad  Zaman and Mahroos  Shahid and Abdul  Khaliq","","","","iTrack Application for Autism: Supporting and Improving Safety Skills of People with Autism Spectrum Disorder","70--73","","4","Autism, Emergency Support, Learning, Safety","10.1145/3267305.3267648","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3349335","Lu  Bai and Chris  Yeung and Christos  Efstratiou and Moyra  Chikomo","","","","Motion2Vector: Unsupervised Learning in Human Activity Recognition Using Wrist-sensing Data","537--542","","6","deep learning, human activity recognition, variational auto encoder","10.1145/3341162.3349335","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3347078","Xiaoli  Liu and Satu  Tamminen and Topi  Korhonen and Juha  R&#246;ning and Jukka  Riekki","","","","Prediction of Sleep Efficiency from Big Physical Exercise Data","1186--1189","","4","physical exercise, predictive models, sleep quality","10.1145/3341162.3347078","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3267535","Congyu  Wu and Lihua  Cai and Matthew S. Gerber and Mehdi  Boukhechba and Laura E. Barnes","","","","Vector Space Representation of Bluetooth Encounters for Mental Health Inference","1691--1699","","9","Bluetooth encounters, mental health inference, mobile sensing, vector space model","10.1145/3267305.3267535","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3343778","Yatharth  Ranjan and Amos A Folarin and Callum  Stewart and Pauline  Conde and Richard  Dobson and Zulqarnain  Rashid","","","","Challenges &#38; Solutions in a Hybrid mHealth Mobile App","183--186","","4","compliance, cordova, cross platform mobile application, data collection platform, firebase, hybrid application, ionic, mHealth, mobile context sensing, push notification, wearable sensors","10.1145/3341162.3343778","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3344835","Yui  Yamashita and Masaru  Onodera and Koichi  Shimoda and Yoshito  Tobe","","","","Visualizing Health with Emotion Polarity History Using Voice","1210--1213","","4","Android phone application, lexical analyses, mental health, phonetic analyses, visualization, voice","10.1145/3341162.3344835","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3267605","Nina  Sakhnini and Ja Eun Yu and Debaleena  Chattopadhyay","","","","myCityMeter: Helping Older Adults Manage the Environmental Risk Factors for Cognitive Impairment","235--238","","4","Older adults, array of things, cognitive impairment, environmental sensing, noise, pm2.5, pollution exposure management, pollution monitoring","10.1145/3267305.3267605","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3345605","Anooshmita  Das and Mikkel Baun Kj&#230;rgaard","","","","PRECEPT: Occupancy Presence Prediction Inside a Commercial Building","486--491","","6","building performance, deep neural networks, pattern recognition, prediction algorithm","10.1145/3341162.3345605","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3274648","Hongwu  Yuan and Guoming  Xu and Zijian  Yao and Ji  Jia and Yiwen  Zhang","","","","Imputation of Missing Data in Time Series for Air Pollutants Using Long Short-Term Memory Recurrent Neural Networks","1293--1300","","8","LSTM, PM2.5 concentration prediction;, imputation of missing data","10.1145/3267305.3274648","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3267518","Vito  Janko and Nina  Re&#353;&#231;i&#231; and Miha  Mlakar and Vid  Drobni&#269; and Matja&#382;  Gams and Ga&#353;per  Slapni&#269;ar and Martin  Gjoreski and Jani  Bizjak and Matej  Marinko and Mitja  Lu&#353;trek","","","","A New Frontier for Activity Recognition: The Sussex-Huawei Locomotion Challenge","1511--1520","","10","Activity recognition, XGBoost, competition, feature extraction, machine learning","10.1145/3267305.3267518","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3124565","Akhil  Mathur and Fahim  Kawsar","","","","Towards Cognitive Awareness: A Mobile Context Modeling- and Notification-based Approach","977--981","","5","EEG headsets, cognitive awareness, context modeling, intervention design, mobile notifications","10.1145/3123024.3124565","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3267505","Akhil  Mathur and Anton  Isopoussu and Fahim  Kawsar and Robert  Smith and Nicholas D. Lane and Nadia  Berthouze","","","","On Robustness of Cloud Speech APIs: An Early Characterization","1409--1413","","5","ASR, Audio Sensing, Machine Learning, Robustness","10.1145/3267305.3267505","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2801622","Daniel  Gooch and Annika  Wolff and Gerd  Kortuem and Rebecca  Brown","","","","Reimagining the Role of Citizens in Smart City Projects","1587--1594","","8","citizen innovation, public engagement, smart cities","10.1145/2800835.2801622","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3343765","Takuto  Yoshida and Junto  Nozaki and Kenta  Urano and Kei  Hiroi and Katsuhiko  Kaji and Takuro  Yonezawa and Nobuo  Kawaguchi","","","","Sampling Rate Dependency in Pedestrian Walking Speed Estimation Using DualCNN-LSTM","862--868","","7","PDR, deep neural networks, indoor positioning","10.1145/3341162.3343765","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3274152","Janis  Wong and Tristan  Henderson","","","","How Portable is Portable?: Exercising the GDPR's Right to Data Portability","911--920","","10","GDPR, data protection, right to data portability","10.1145/3267305.3274152","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3267618","Shivsevak  Negi and Ritayan  Mitra","","","","EEG Metrics to Determine Cognitive Load and Affective States: A Pilot Study","182--185","","4","Affective states, Alpha and Theta Frequency Bands, Cognitive load, EEG metrics","10.1145/3267305.3267618","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3349305","Trupil  Limbasiya and Debasis  Das and Sanjay K Sahay","","","","Secure Communication Protocol for Smart Transportation Based on Vehicular Cloud","372--376","","5","attack, communication, data, smart city, vehicular cloud, verification","10.1145/3341162.3349305","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3343795","Yousef  Kowsar and Eduardo  Velloso and Lars  Kulik and Christopher  Leckie","","","","LiftSmart: A Monitoring and Warning Wearable for Weight Trainers","298--301","","4","machine learning, unsupervised workflow, wearable devices, weight lifting","10.1145/3341162.3343795","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","2968589","Huber  Flores and Rajesh  Sharma and Denzil  Ferreira and Chu  Luo and Vassilis  Kostakos and Sasu  Tarkoma and Pan  Hui and Yong  Li","","","","Social-aware Device-to-device Communication: A Contribution for Edge and Fog Computing?","1466--1471","","6","context-aware, internet-of-things <i>IoT</i>, mobile cloud, mobile offloading","10.1145/2968219.2968589","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971798","Angela  Vujic and Thad  Starner and Melody  Jackson","","","","MoodLens: Towards Improving Nonverbal Emotional Expression with an In-lens Fiber Optic Display","36--39","","4","affective computing, assistive technologies, augmentative and alternative communication, wearable computers","10.1145/2971763.2971798","","","","","","","2016","","Proceedings of the 2016 ACM International Symposium on Wearable Computers","ISWC '16","","978-1-4503-4460-9","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3248607","","","","Session Chair-Alois  Ferscha and Session Chair-Paul  Lukowicz and Session Chair-Franco  Zambonelli","Session Details: (VLSU) Collective Adaptation in Very Large Scale Ubicomp: Towards a Superorganism of Wearables","--","","","","10.1145/3248607","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971407","Sho  Kodama and Yu  Enokibori and Kenji  Mase","","","","Examination of Safe-walking Support System for Texting While Walking Using Time-of-flight Range Image Sensors","129--132","","4","eye busy support system, obstacle avoidance, texting while walking, user interface","10.1145/2968219.2971407","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3248597","","","","Session Chair-Nobuo  Kawaguchi and Session Chair-Nobuhiko  Nishio and Session Chair-Daniel  Roggen and Session Chair-Sozo  Inoue and Session Chair-Susanna  Pirttikangas and Session Chair-Kristof  van Laerhoven","Session Details: (HASCA) 4th Int Workshop on Human Activity Sensing Corpus and Applications: Towards Open-ended Context Awareness","--","","","","10.1145/3248597","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968437","Martin  Atzmueller and Lisa  Thiele and Gerd  Stumme and Simone  Kauffeld","","","","Analyzing Group Interaction and Dynamics on Socio-behavioral Networks of Face-to-face Proximity","1231--1238","","8","behavioral networks, offline social networks, social network analysis, temporal dynamics","10.1145/2968219.2968437","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968571","Peter  Blank and Steffen  Hofmann and Martin  Kulessa and Bjoern M. Eskofier","","","","miPod 2: A New Hardware Platform for Embedded Real-time Processing in Sports and Fitness Applications","881--884","","4","IMU, embedded classification, inertial sensor, microcontroller, real-time, signal processing","10.1145/2968219.2968571","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3347750","Patrizia  Paci and Clara  Mancini and Blaine A Price","","","","Wearer-centered Design for Animal Biotelemetry: Implementation and Wearability Test of a Prototype","177--185","","9","animal biotelemetry, animal-computer interaction, wearability, wearer-centered design","10.1145/3341163.3347750","","","","","","","2019","","Proceedings of the 23rd International Symposium on Wearable Computers","ISWC '19","","978-1-4503-6870-4","London, United Kingdom","ACM","New York, NY, USA"
"article","2968566","Shoya  Ishimaru and Syed Saqib Bukhari and Carina  Heisel and Jochen  Kuhn and Andreas  Dengel","","","","Towards an Intelligent Textbook: Eye Gaze Based Attention Extraction on Materials for Learning and Instruction in Physics","1041--1045","","5","attention, document analysis, education, eye tracking","10.1145/2968219.2968566","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3248606","","","","Session Chair-Pan  Hui and Session Chair-Yanyong  Zhang and Session Chair-Zhonghong  Ou and Session Chair-Aaron  Striegel","Session Details: (HotPlanet) the 7th International Workshop on Hot Topics in Planet-scale Measurement","--","","","","10.1145/3248606","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2974049","Daniela  Petrelli and Sinead  O'Brien","","","","Mobiles for Museum Visit Should Be Abolished: A Comparison of Smart Replicas, Smart Cards, and Phones","1513--1519","","7","smart objects, smartcards, smartphones","10.1145/2968219.2974049","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971436","Cheng-Yuan  Li and Chuang-Wen  You and Yaliang  Chuang and Ya-Fang  Lin and Ya-Han  Lee and Ming-Chyi  Huang and Hao-Hua  Chu and Lin-Lin  Chen","","","","Challenges and Opportunities for Designing New Technology to Reveal Early Warning Signs in Acute Psychiatric Units","145--148","","4","early warning signs, psychiatric nursing, wearable sensing","10.1145/2968219.2971436","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971396","Katrin  Plaumann and Milos  Babic and Tobias  Drey and Witali  Hepting and Daniel  Stoo&#223; and Enrico  Rukzio","","","","Towards Improving Touchscreen Input Speed and Accuracy on Smartphones for Tremor Affected Persons","357--360","","4","accessibility, accuracy, input methods, touchscreen, tremor","10.1145/2968219.2971396","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968340","Wolfgang  Fuhl and David  Geisler and Thiago  Santini and Wolfgang  Rosenstiel and Enkelejda  Kasneci","","","","Evaluation of State-of-the-art Pupil Detection Algorithms on Remote Eye Images","1716--1725","","10","algorithm comparison, data set, pupil detection, remote eye tracking","10.1145/2968219.2968340","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971366","Mana  Sasagawa and Kaori  Ikematsu and Itiro  Siio","","","","Simply Tag and Find: Finding Indoor Items by Using Detection History of RFID Tags","365--368","","4","RFID, mobile application, relative positioning, search","10.1145/2968219.2971366","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971439","Woori  Noh and Mankyung  Lee and Hyelim  Cheon and Joohee  Kim and Kwangjae  Lee and Jundong  Cho","","","","TakeOut: Drawing Application Using Distributed User Interface for Being Close to Real Experience","173--176","","4","cross-device interaction, distributed user interface, drawing application","10.1145/2968219.2971439","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971360","Katrin  H&#228;nsel","","","","Wearable and Ambient Sensing for Well-being and Emotional Awareness in the Smart Workplace","411--416","","6","ambient intelligence, wearable technology, well-being","10.1145/2968219.2971360","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968286","A.  Pouryazdan and R. J. Prance and H.  Prance and D.  Roggen","","","","Wearable Electric Potential Sensing: A New Modality Sensing Hair Touch and Restless Leg Movement","846--850","","5","electric potential sensor (EPS), hair brushing detection, remote leg movement detection, wearable sensors","10.1145/2968219.2968286","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968300","Philip  Chow and Wesley  Bonelli and Yu  Huang and Karl  Fua and Bethany A. Teachman and Laura E. Barnes","","","","DEMONS: An Integrated Framework for Examining Associations Between Physiology and Self-reported Affect Tied to Depressive Symptoms","1139--1143","","5","depression, ecological momentary assessment, mobile health, smartphone sensing","10.1145/2968219.2968300","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968326","Elisabeth Kersten - van Dijk and Wijnand  IJsselsteijn and Joyce  Westerink","","","","Deceptive Visualizations and User Bias: A Case for Personalization and Ambiguity in PI Visualizations","588--593","","6","evaluation of visualization, personal informatics, quantified self","10.1145/2968219.2968326","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3321532","Silvia  Rus and Andreas  Braun and Florian  Kirchbuchner and Arjan  Kuijper","","","","Designing a Self-aware Jacket: Insights into Smart Garment's Creation Process","53--58","","6","self-aware objects, smart garments, system design","10.1145/3316782.3321532","","","","","","","2019","","Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '19","","978-1-4503-6232-0","Rhodes, Greece","ACM","New York, NY, USA"
"article","3322783","Salisu Wada Yahaya and Ahmad  Lotfi and Mufti  Mahmud","","","","A Similarity Measure Approach for Identifying Causes of Anomaly in Activities of Daily Living","575--579","","5","ADL, activities of daily living, anomaly detection, novelty detection, similarity measure","10.1145/3316782.3322783","","","","","","","2019","","Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '19","","978-1-4503-6232-0","Rhodes, Greece","ACM","New York, NY, USA"
"article","3350844","Katharina  Keller and Kim Valerie Carl and Hendrik  J&#246;ntgen and Benjamin M. Abdel-Karim and Max  M&#252;hlh&#228;user and Oliver  Hinz","","","","K.I.T.T., Where Are You?: Why Smart Assistance Systems in Cars Enrich People's Lives","1120--1132","","13","consumer perspective, in-vehicle intelligent personal assistant, intention to use, mobility, smart assistance","10.1145/3341162.3350844","","","","","","","2019","","Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers","UbiComp/ISWC '19 Adjunct","","978-1-4503-6869-8","London, United Kingdom","ACM","New York, NY, USA"
"article","3329234","N.  Hernandez-Cruz and M.  Garcia-Constantino and J.  Beltran-Marquez and D.  Cruz-Sandoval and I. H. Lopez-Nava and I.  Cleland and J.  Favela and C.  Nugent and A.  Ennis and J.  Rafferty and J.  Synnott","","","","Study Design of an Environmental Smart Microphone System to Detect Anxiety in Patients with Dementia","383--388","","6","Anxiety, Dementia, Prototype Design, Smart Microphones","10.1145/3329189.3329234","","","","","","","2019","","Proceedings of the 13th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth'19","","978-1-4503-6126-2","Trento, Italy","ACM","New York, NY, USA"
"article","3006640","Colin  Scott","","","","Crowd Powered Media Delivery: Facilitating Ubiquitous Device-To-Device File Transfers","31:1--31:4","31","4","","10.1145/3001913.3006640","","","","","","","2016","","Proceedings of the 7th Annual Symposium on Computing for Development","ACM DEV '16","","978-1-4503-4649-8","Nairobi, Kenya","ACM","New York, NY, USA"
"article","3154865","Dawood  Al-Masslawi and Lori  Block and Charlene  Ronquillo and Shannon  Handfield and Sidney  Fels and Rodger  Lea and Leanne M. Currie","","","","SuperNurse: Nurses' Workarounds Informing the Design of Interactive Technologies for Home Wound Care","193--202","","10","community health, healthcare applications, home care, nursing, speech recognition, user-centered design, wearables, workarounds","10.1145/3154862.3154865","","","","","","","2017","","Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '17","","978-1-4503-6363-1","Barcelona, Spain","ACM","New York, NY, USA"
